PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO440788,CHILD AND FAMILY SERVICES,MEDICAL CONSULTING 78,$38480.00,10/01/2012,LAKIESHA HARDY,3813 SWANN ROAD #103   ; SUITLAND  ; MD  ; 20746-,SUITLAND  ,MD
PO456446,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$154613.74,02/27/2013,SAXON COLLABORATIVE CONSTRUCTI,"4910 MASSACHUSETTS AVE NW,  SUITE 208  ; WASHINGTON   ; DC  ; 20016",WASHINGTON   ,DC
PO444793-V2,PUBLIC SERVICE COMMISSION,"LEGAL SERVICES, ATTORNEYS 49",$11407.50,02/27/2013,WILLIAM DUNKEL,8625 FARMINGTON CEMERTERY ROAD  ; PLEASANT PLAINS  ; IL  ; 62677,PLEASANT PLAINS  ,IL
PO450337-V3,DEPARTMENT OF GENERAL SERVICES,GUARD AND SECURITY SERVICES 46,$100000.00,02/27/2013,ALLEGIANCE PROTECTIVE CONSULTA,1200 NORTH CAPITOL ST NW C505  ; WASHINGTON   ; DC  ; 20002,WASHINGTON   ,DC
PO457191,DEPARTMENT ON DISABILITY SERVICES,CAFETERIA AND RESTAURANT SERVICES 19,$21000.00,02/27/2013,"ASHLAND EQUIPMENT, INC.",1207-A BELMAR DRIVE  ; BELCAMP  ; MD  ; 21017,BELCAMP  ,MD
PO452707-V4,OFFICE OF CABLE TV,INTERNET AND WEB SITE SOFTWARE FOR MICROCOMPUTERS 54,$36990.00,02/27/2013,"EARTHCHANNEL COMMUNICATIONS, INC.",1939 LAKE LUCERNE WAY SW  ; LILBURN  ; GA  ; 30047,LILBURN  ,GA
PO457280,DEPARTMENT ON DISABILITY SERVICES,"VOCATIONAL TRAINING, ALL TYPES  (INCLUDING VOCATIONAL REHABILITATION AND TECHNICAL EDUCATION) 86",$49677.00,02/27/2013,"METROPOLITAN WASHINGTON EAR,IN",12061 TECH ROAD  ; SILVER SPRING  ; MD  ; 20904,SILVER SPRING  ,MD
PO457297,METROPOLITAN POLICE DEPARTMENT,"MOTORS, OUTBOARD, GASOLINE 63",$24895.55,02/27/2013,AMERICAN SUZUKI MOTOR CORP.,3251 E. IMPERIAL HIGHWAY  ; BREA  ; CA  ; 92821,BREA  ,CA
PO457284,DISTRICT DEPARTMENT OF THE ENVIRONMENT,DESIGNING SERVICES 35,$275000.00,02/27/2013,"GREENING URBAN, LLC",1421 LOMBARDY ALLEY 1ST FLOOR   ; RICHMOND  ; VA  ; 23219,RICHMOND  ,VA
PO457186,OFFICE OF CHIEF FINANCIAL OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$80000.00,02/27/2013,PROPERTY INFO CORPORATION,1980 POST OAK BLVD   ; HOUSTON  ; TX  ; 77056,HOUSTON  ,TX
PO457200,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$65807.46,02/27/2013,FRIENDSHIP PCS,"120 Q STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO457283,OFFICE OF CHIEF FINANCIAL OFFICER,INSURANCE CONSULTING 69,$60711.00,02/27/2013,GEORGIA SURETY CO INC,1301 HIGHTOWER TRAIL                               SUITE 210  ; ATLANTA  ; GA  ; 30350,ATLANTA  ,GA
PO457291,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$49725.00,02/27/2013,PROVIDENCE HOSPITAL,1150 VARNUM ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO457187,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$97174.00,02/27/2013,KITTELSON & ASSOCIATES INC.,"610 SW ALDER, SUITE 700   ; PORTLAND  ; OR  ; 97205",PORTLAND  ,OR
PO457199,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$42371.36,02/27/2013,HOWARD UNIVERSITY PCMS,405 HOWARD PLACE NW  ; WASHINGTON  ; DC  ; 20059,WASHINGTON  ,DC
PO457237,DEPARTMENT OF HUMAN SERVICES,PROFESSIONAL MEDICAL SERVICES (INCLUDING PHYSICIANS AND ALL SPECIALTIES) 74,$15000.00,02/27/2013,MARY ALICE JOHNSON CROCKETT,10700 ALLOWAY DRIVE  ; POTOMAC  ; MD  ; 20854,POTOMAC  ,MD
PO457188,DEPARTMENT OF TRANSPORTATION,TREE TRIMMING AND PRUNING SERVICES 88,$284445.00,02/27/2013,KENNEDY DEVELOPMENT INC.,"1345 OAK ST., NW  ; WASHINGTON  ; DC  ; 20010",WASHINGTON  ,DC
PO444812-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$2636329.00,02/27/2013,NORTHERN VIRGINIA REGIONAL COM,3060 WILLIAMS DRIVE                                SUITE 510  ; FAIRFAX  ; VA  ; 22031,FAIRFAX  ,VA
PO457251,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$95000.00,02/27/2013,LAND DESIGN,223 NORTH GRAHAM STREET   ; CHARLOTTE  ; NC  ; 28202,CHARLOTTE  ,NC
PO457248,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$9700.00,02/27/2013,LAND DESIGN,223 NORTH GRAHAM STREET   ; CHARLOTTE  ; NC  ; 28202,CHARLOTTE  ,NC
PO457274,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$5104.00,02/27/2013,GEORGE MASON UNIVERSITY,4400 UNIVERSITY DRIVE   ; FAIRFAX  ; VA  ; 22030-,FAIRFAX  ,VA
PO457250,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER AIDED DESIGN SERVICES 18,$55562.00,02/27/2013,CARAHSOFT TECHNOLOGY CORPORATION,12369 SUNRISE VALLEY DRIVE SUITE D-2  ; RESTON  ; VA  ; 20191-,RESTON  ,VA
PO456188-V2,DEPARTMENT OF TRANSPORTATION,TREE AND SHRUB REMOVAL SERVICES 88,$256500.00,02/27/2013,C & D TREE SERVICE INC,1150 DOWNEY DRIVE  ; VIENNA  ; VA  ; 22182,VIENNA  ,VA
PO450499-V2,OFFICE OF CHIEF FINANCIAL OFFICER,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$45174.00,02/27/2013,"INQUIRIES, INC.",129 N. WEST STREET  ; EASTON  ; MD  ; 21601,EASTON  ,MD
PO457287,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$25998.75,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO443014-V4,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$81905.00,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457210,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$8516.00,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457239,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$47382.00,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457282,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$17079.30,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457249,DISTRICT DEPARTMENT OF THE ENVIRONMENT,COMPUTER SOFTWARE CONSULTING 29,$35300.00,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO443881-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$2645986.00,02/27/2013,HOUSING AUTHORITY OF PG COUNTY,9400 PEPPFERCORN PL                                SUITE 210B  ; LARGO  ; MD  ; 20774,LARGO  ,MD
PO448943-V3,DEPARTMENT OF GENERAL SERVICES,JANITORIAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 65,$180468.53,02/27/2013,MOTIR SERVICES INC,4224 6TH STREET SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO457202,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$31995.51,02/27/2013,COMMUNITY ACADEMY PCS,1351 NICHOLSON STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO457238,FIRE AND EMERGENCY MEDICAL SERVICES,"HATS AND HELMETS, SAFETY 56",$63014.00,02/27/2013,MARYLAND FIRE EQPMNT CORPORATI,12284 WILKINS AVENUE  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO457185,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION MANAGEMENT SERVICES 26,$198530.06,02/27/2013,LEGION DESIGN/CAMPBELL & ASSOC,2125 1ST STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO457223,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$104237.00,02/27/2013,THE TEMPLE GROUP INC,1120 CONNECTICUT AVENUE NW                         SUITE 310  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO457256,DEPARTMENT OF GENERAL SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",$17775.16,02/27/2013,"BELL ARCHITECTS, PC","1228 9TH STREET, N.W.   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO441509-V4,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$74330.28,02/27/2013,FAMILY MEDICAL COUNSELING,"2041 MLK JR AVE, S.E. SUITE# 303  ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO440649-V3,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$110140.80,02/27/2013,"NEW LIFE,INC.","2300 GOOD HOPE ROAD, SE SUITE 1008  ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO457217,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$691200.00,02/27/2013,TELECOMMUNICATIONS DEV CORP,1919 13TH STREET NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO441318-V2,OFFICE OF CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$8483.00,02/27/2013,NRI INC.,1015 18TH ST NW STE 710   ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO440693-V4,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$35993.75,02/27/2013,COMMUNITY CONNECTIONS,801 PENNSYLVANIA AVE SE # 201   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO431730-V2,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$35222.04,02/27/2013,"PERKINS + WILL VIRGINIA, INC.","2100 M STREET, NW SUITE 800  ; WASHINGTON  ; DC  ; 20037",WASHINGTON  ,DC
PO457259,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$160455.96,02/27/2013,"PERKINS + WILL VIRGINIA, INC.","2100 M STREET, NW SUITE 800  ; WASHINGTON  ; DC  ; 20037",WASHINGTON  ,DC
PO457240,DEPARTMENT OF PARKS AND RECREATION,"ATHLETIC AWARDS (FOR SERVICE TYPE SEE CLASS 080): MEDALS, PLAQUES, TROPHIES, ETC. 15",$5964.00,02/27/2013,LAMB AWARDS & ENGRAVING T/A J,129 EAST MAIN STREET  ; WESTMINISTER  ; MD  ; 21157,WESTMINISTER  ,MD
PO457272,OFFICE OF THE ATTORNEY GENERAL,EDUCATION AND TRAINING CONSULTING 38,$43560.00,02/27/2013,REED ELSEVIER INCORPORATED,225 WYMAN STREET  ; WYMAN  ; MA  ; 02451,WYMAN  ,MA
PO457245,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,STRATEGIC TECHNOLOGY PLANNING AND CONSULTING SERVICES 90,$160000.00,02/27/2013,INNOVATIVE SYSTEMS DESIGN,49 OLD SOLOMON'S ISLAND RD STE 301  ; ANNAPOLIS  ; MD  ; 21401,ANNAPOLIS  ,MD
PO453582-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$56079.55,02/27/2013,MEDSTAR DIABETES/WA HSP. FDTN.,100 IRVING ST NW C/O GAIL NORDHEIMER  ; WASHINGTON  ; DC  ; 20010-,WASHINGTON  ,DC
PO457279,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$100000.00,02/27/2013,CHILDREN'S RESEARCH INSTITUTE,111 MICHIGAN AVE. NW  ; WASHINGTON  ; DC  ; 20010-2970,WASHINGTON  ,DC
PO457292,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$49680.00,02/27/2013,WISCONSIN AVE PSYCHIATRIC CENT,4228 WISCONSIN AVE NW PSYCHIATRIC INST OF WASH  ; WASHINGTON  ; DC  ; 20016-,WASHINGTON  ,DC
PO457220,PUBLIC SERVICE COMMISSION,"INFORMATION HIGHWAY ELECTRONIC SERVICES (INTERNET, WORLD WIDE WEB, ETC.) 51",$8228.72,02/27/2013,DATA NET SYSTEMS CORP,1201 - 15TH STREET NW SUITE 210  ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO457198,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$9386.65,02/27/2013,MERIDIAN PUBLIC CHARTER SCHOOL,"1328 FLORIDA AVENUE, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO457236,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$14000.00,02/27/2013,MEN CAN STOP RAPE,"1003 K STREET, NW SUITE 200  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO457252,DEPARTMENT OF TRANSPORTATION,CAR SEATS FOR INFANTS 13,$3431.50,02/27/2013,EVENFLO,225 BYERS ROAD   ; MIAMISBURG  ; OH  ; 45352-,MIAMISBURG  ,OH
PO457298,METROPOLITAN POLICE DEPARTMENT,"POLICE TRAINING AND INSTRUCTIONAL AIDS: WALL CHARTS, ETC. 67",$16250.00,02/27/2013,WICKLANDER ZULAWSKI & ASSOC.,4932 MAIN STREET   ; DOWNERS GROVE  ; IL  ; 60515-,DOWNERS GROVE  ,IL
PO457244,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CASE MANAGEMENT 15,$35761.00,02/27/2013,"DC CHOICES, LLC","4701 N. KEYSTONE AVE,SUITE 150  ; INDIANAPOLIS  ; IN  ; 46205",INDIANAPOLIS  ,IN
PO457211,METROPOLITAN POLICE DEPARTMENT,FLEET MANAGEMENT SERVICES 41,$1232634.13,02/27/2013,MAJOR POLICE SUPPLY/GENERAL SALES ADMINISTRATION,47 N. DELL AVENUE  ; KENVIL  ; NJ  ; 07847,KENVIL  ,NJ
PO450293-V3,DEPARTMENT OF HEALTH,"DISEASE PREVENTION AND CONTROL SERVICES, NON-CONTAGIOUS (SEE 948-92 FOR VACCINATION SERVICES) 33",$763000.00,02/27/2013,"BAZILIO COBB ASSOCIATES ,PC","1920 N STREET, NW SUITE 800  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO451613-V2,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$15950.00,02/27/2013,GRANTANALYST.COM LLC,5409 MILLSTONE WAY  ; FORT COLLINS  ; CO  ; 80528,FORT COLLINS  ,CO
PO457266,OFFICE OF UNIFIED COMMUNICATIONS,"TRAINING, COMPUTER BASED (SOFTWARE SUPPORTED) 91",$11500.00,02/27/2013,"MOTOROLA, INC.",1303 E. ALGONQUIN ROAD   ; SCHAUMBURG  ; IL  ; 60196-,SCHAUMBURG  ,IL
PO457204,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$89085.61,02/27/2013,SEDC CHARTER SCHOOL INC.,"3100 MARTIN LUTHER KING AV, SE   ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO457290,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$49680.00,02/27/2013,NOT-FOR-PROFIT HOSPITAL CORP.,1310 SOUTHERN AVE. SE   ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO453586-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$56079.55,02/27/2013,NOT-FOR-PROFIT HOSPITAL CORP.,1310 SOUTHERN AVE. SE   ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO451567-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$231391.28,02/28/2013,MARY'S CTR MATERNAL CHILD CARE,2333 ONTARIO RD NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO452078-V2,DEPARTMENT OF EMPLOYMENT SERVICES,"TRADE SERVICES, CONSTRUCTION (NOT OTHERWISE CLASSIFIED) 84",$88900.00,02/28/2013,"THIHA, INC","4900 MASSACHUTTES AVE, NW #330  ; WASHINGTON  ; DC  ; 20016",WASHINGTON  ,DC
PO457347,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$252565.00,02/28/2013,"RAP, INC.",1949 4TH ST. NE   ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO457346,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$431654.00,02/28/2013,"UNITY HEALTH CARE, INC.",1220 12TH ST SE STE 120   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO457420,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INSTRUMENT CLEANERS: INSTRUMENT MILK, DETERGENTS, LUBRICANTS, RUST INHIBITORS, ETC. 48",$2582.65,02/28/2013,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO457343,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$43629.00,02/28/2013,THE WOMEN'S COLLECTIVE,1436 U ST NW                                       SUITE 200  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO440700-V2,DEPARTMENT OF MENTAL HEALTH,"ELEVATOR INSTALLATION, MAINTENANCE AND REPAIR 13",$4280.00,02/28/2013,"QUALITY ELEVATOR CO., INC.",4808 UPSHUR STREET  ; BLADENSBURG  ; MD  ; 20710,BLADENSBURG  ,MD
PO440983-V2,DEPARTMENT OF PUBLIC WORKS,CARPENTRY MAINTENANCE AND REPAIR SERVICES 06,$56276.00,02/28/2013,R. REA CORPORATION,412 H STREET NE                                    SUITE 300  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO457418,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5500.00,02/28/2013,ACCREDITATION CNCL GRADUATE MD,"515 NORTH STATE ST, SUITE 2000  ; CHICAGO  ; IL  ; 60610",CHICAGO  ,IL
PO457362,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$41280.00,02/28/2013,STONE ALLIANCE GROUP LLC,9641 CINNAMON CREEK DR   ; VIENNA  ; VA  ; 22182-,VIENNA  ,VA
PO457395,DEPARTMENT OF HEALTH,MEDICAL EXAMINATION EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 55,$52500.00,02/28/2013,MEDICAL SUPPLY SYSTEMS INC,3182 BLADENSBURG RD. NE.  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO457404,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$371417.00,02/28/2013,CHILDRENS NATIONAL MEDICAL CTR,111 MICHIGAN AVE NW   ; WASHINGTON  ; DC  ; 20010-,WASHINGTON  ,DC
PO457412,OFFICE OF UNIFIED COMMUNICATIONS,"TELECOMMUNICATIONS SYSTEMS (TELEPHONE, RADIO, ETC.) - ARCHITECTURAL 84",$149064.00,02/28/2013,"MOTOROLA, INC.",1303 E. ALGONQUIN ROAD   ; SCHAUMBURG  ; IL  ; 60196-,SCHAUMBURG  ,IL
PO457333,DEPARTMENT OF EMPLOYMENT SERVICES,ADMINISTRATIVE CONSULTING 06,$2750.00,02/28/2013,UNITED SPINAL ASSO. INC,75-20 ASTORIA BOULEVARD  ; JACKSON HEIGHTS  ; NY  ; 11370-1370,JACKSON HEIGHTS  ,NY
PO457414,D.C. DEPARTMENT OF HUMAN RESOURCES,"CHEMICALS AND SUPPLIES, DRY (FOR BOND PAPER TYPE COPYING MACHINES) 15",$160000.00,02/28/2013,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO457417,DEPARTMENT OF PARKS AND RECREATION,"MULTI-FUNCTION OFFICE MACHINES (COMBINATION OF FAX-COPIER-SCANNER-PRINTER, ETC.) 72",$130000.00,02/28/2013,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO440677-V2,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$12000.00,02/28/2013,MICHAEL GILLIARD,11414 PALACE CIRCLE  ; GERMANTOWN  ; MD  ; 20876,GERMANTOWN  ,MD
PO454944-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$168000.00,02/28/2013,"ZIPCAR, INC.",25 FIRST STREET 4TH FLOOR  ; CAMBRIDGE  ; MA  ; 02141-,CAMBRIDGE  ,MA
PO457421,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$3525.00,02/28/2013,APPLETREE EARLY LEARNING PCS,"415 MICHIGAN AVENUE, NE       3RD FLOOR  ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO457325,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PRINTING ACCESSORIES AND SUPPLIES (INCL. ELECTROSTATIC TYPES): BLANKETS, CHEMICALS, GUM, INKS, MATS, NEGATIVES, PLATES, ROLLER COVERS, RUBBER REJUVENATORS, SLEEVES, ETC. (SEE  700-30 FOR GRAPHIC ART SUPPLIES) 57",$11653.91,02/28/2013,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO457368,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL/CUSTODIAL SERVICES 39,$10000.00,02/28/2013,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO457336,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BUS TRANSPORTATION SERVICES, SCHOOL 16",$3000.00,02/28/2013,CAPITOL TOURS LLC,5925 NEW HAMPSHIRE AVE NE  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO455959-V2,DC PUBLIC LIBRARY,ADVERTISING/PUBLIC RELATIONS 03,$8658.00,02/28/2013,"GOTHAMIST, LLC",200 RIVERSIDE BLVD #190  ; NEW YORK  ; NY  ; 10069-0069,NEW YORK  ,NY
PO457384,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED) 42,$40000.00,02/28/2013,EARTHS NATURAL FORCECONNECTION,1307 RIGGS ST NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO457433,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$84000.00,02/28/2013,DIECA COMMUNICATIONS DBA COVAD,6800 KOLL CENTER DRIVE  SUITE 200  ; PLEASANTON  ; CA  ; 94566-,PLEASANTON  ,CA
PO457382,DEPARTMENT OF GENERAL SERVICES,"FUEL OIL, HEATING 12",$60000.00,02/28/2013,TEAMBWT LLC,1105 S. 17TH STREET  ; ARLINGTON  ; VA  ; 22202,ARLINGTON  ,VA
PO457338,DEPARTMENT OF EMPLOYMENT SERVICES,COMPUTER AIDED DESIGN SERVICES 18,$12750.00,02/28/2013,"ECONOMIC MODELING, LLC",1187 ALTURAS DRIVE  ; MOSCOW  ; ID  ; 83843,MOSCOW  ,ID
PO457406,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5000.00,02/28/2013,STREET WIZE FOUNDATION,"418 10TH STREET, SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO454312-V2,DEPARTMENT OF MENTAL HEALTH,"HEATING, AIR CONDITIONING, AND VENTILATION MAINTENANCE AND REPAIR SERVICES (INCLUDING INSTALLATION) 36",$23800.00,02/28/2013,GREENSCAPE ENVIRONMENTAL,"1706 UPSHUR STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO457341,DEPARTMENT OF HUMAN SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$631175.00,02/28/2013,KRA CORPORATION,"8757 GEORGIA AVENUE, 8TH FLOOR  ; SILVER SPRING  ; MD  ; 20910",SILVER SPRING  ,MD
PO455126-V2,FIRE AND EMERGENCY MEDICAL SERVICES,RESPIRATORY PROTECTION EQUIPMENT AND PARTS (INCLUDING CPAP EQUIPMENT AND PARTS) 80,$99500.00,02/28/2013,MUNICIPAL EMRGENCY SERVICES,6601-P NORTHPARK BLVD   ; CHARLOTTE  ; NC  ; 28216-,CHARLOTTE  ,NC
PO457372,DEPARTMENT OF PUBLIC WORKS,SOFTWARE MAINTENANCE/SUPPORT 45,$21490.87,02/28/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO456602-V2,DC PUBLIC LIBRARY,ADVERTISING/PUBLIC RELATIONS 03,$28280.00,02/28/2013,CBS OUTDOOR,"1325 MASSACHUSETTS AVENUE, N.W #701  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
